Rank,Name,Release Date,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic Score,User Score,ESRB Rating
1066,WCW vs. nWo: World Tour,1999-12-10,N64,Fighting,THQ,THQ,1.37,0.28,0.03,0.02,1.69,80.0,76.0,T
1067,WCW/NWO Thunder,2000-01-01,PS,Fighting,THQ,THQ,1.1,0.48,0.04,0.07,1.69,75.0,77.0,T
1068,Harry Potter and the Sorcerer's Stone,2001-11-15,GBA,Action,Electronic Arts,EA Games,0.87,0.66,0.08,0.08,1.69,80.0,84.0,E
1069,Need For Speed: Undercover,2008-11-18,X360,Racing,Electronic Arts,EA Games,0.79,0.71,0.01,0.18,1.69,82.0,79.0,T
1070,Dragon Ball Z: The Legacy of Goku,2002-03-04,GBA,Role-Playing,Infogrames,Atari,1.52,0.12,0.0,0.05,1.69,83.0,82.0,T
1071,Sid Meier's Civilization V,2010-09-21,PC,Strategy,Take-Two Interactive,Firaxis Games,0.98,0.52,0.0,0.19,1.69,93.0,91.0,E
1072,Resident Evil 4,2005-01-11,GC,Action,Capcom,Capcom,0.98,0.42,0.22,0.06,1.69,91.0,85.0,M
1073,Call of Duty Black Ops: Declassified,2011-11-22,PSV,Action,Activision,Naughty Dog,0.8,0.52,0.07,0.3,1.69,72.0,65.0,M
1074,Star Wars Battlefront: Renegade Squadron,2007-11-12,PSP,Shooter,LucasArts,Rebellion Developments,0.9,0.47,0.0,0.32,1.68,80.0,78.0,T
1075,World Championship Poker: Featuring Howard Lederer - All In,2003-12-01,PS2,Misc,Oxygen Interactive,World Poker Tour,0.82,0.64,0.0,0.22,1.68,74.0,72.0,T
1076,NFL GameDay 98,1997-09-01,PS,Sports,Sony Computer Entertainment,989 Studios,1.58,0.06,0.0,0.04,1.68,75.0,78.0,E
1077,LEGO Batman 2: DC Super Heroes,2012-06-19,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.9,0.64,0.0,0.15,1.68,86.0,81.0,E
1078,Yoshi's Cookie,1992-12-01,GB,Puzzle,Nintendo,Nintendo,0.59,0.24,0.82,0.03,1.68,79.0,75.0,E
1079,Time Crisis,1995-01-01,PS,Shooter,Namco Bandai Games,Namco,0.38,0.87,0.33,0.1,1.68,80.0,79.0,T
1080,The Sims: Superstar,2003-02-03,PC,Simulation,Electronic Arts,Maxis,1.67,0.0,0.0,0.0,1.68,79.0,79.0,T
1081,Star Wars The Clone Wars: Lightsaber Duels,2008-11-11,Wii,Action,LucasArts,Lucas Learning,1.23,0.3,0.0,0.14,1.68,70.0,68.0,T
1082,MySims,2007-09-25,Wii,Simulation,Electronic Arts,Electronic Arts,0.91,0.55,0.04,0.17,1.68,70.0,75.0,E
1083,Metroid Fusion,2002-05-15,GBA,Action,Nintendo,Nintendo,1.18,0.27,0.17,0.06,1.68,91.0,88.0,E
1084,Shaun White Snowboarding: Road Trip,2009-11-17,Wii,Sports,Ubisoft,Ubisoft,0.94,0.57,0.0,0.17,1.67,76.0,73.0,E
1085,SSX 3,2003-10-22,PS2,Sports,Electronic Arts,EA Sports BIG,0.93,0.52,0.0,0.22,1.67,88.0,83.0,E
1086,Big Beach Sports,2008-07-01,Wii,Sports,THQ,Zushi Games,0.45,1.02,0.0,0.2,1.67,68.0,69.0,E
1087,Madden NFL 2001,2000-08-23,PS,Sports,Electronic Arts,EA Sports,1.58,0.05,0.0,0.04,1.67,78.0,79.0,E
1088,Fight Night Round 3,2006-03-07,PS3,Fighting,Electronic Arts,EA Sports,0.81,0.59,0.01,0.26,1.67,82.0,81.0,E
1089,Knack,2013-11-15,PS4,Platform,Sony Computer Entertainment Europe,Sony Computer Entertainment,0.43,0.67,0.42,0.15,1.67,74.0,72.0,E
1090,Star Wars: Battlefront II,2005-10-31,XB,Shooter,Activision,Pandemic Studios,1.22,0.39,0.0,0.06,1.67,84.0,86.0,T
1091,Disney's DuckTales,1990-12-01,NES,Platform,Capcom,Capcom,0.91,0.3,0.42,0.04,1.67,85.0,83.0,E
1092,Tony Hawk's Pro Skater 3,2001-10-28,PS,Sports,Activision,Neversoft,1.09,0.49,0.02,0.07,1.67,91.0,86.0,T
1093,"Monsters, Inc.",2001-11-02,GBA,Adventure,THQ,Digital Eclipse,0.59,0.95,0.03,0.1,1.67,80.0,79.0,E
1094,StarCraft II: Heart of the Swarm,2013-03-12,PC,Strategy,Activision,Blizzard Entertainment,0.82,0.65,0.0,0.19,1.67,88.0,87.0,M
1095,PGR: Project Gotham Racing 2,2003-02-11,XB,Racing,Microsoft Game Studios,Bizarre Creations,0.97,0.59,0.04,0.07,1.67,85.0,84.0,E
1096,Spy Hunter,2001-11-12,PS2,Racing,Midway Games,Midway,1.13,0.32,0.0,0.22,1.67,81.0,80.0,T
1097,NCAA Football 2004,2003-08-01,PS2,Sports,Electronic Arts,EA Sports,1.35,0.09,0.0,0.23,1.67,83.0,81.0,E
1098,SpongeBob SquarePants: Battle for Bikini Bottom,2003-10-31,PS2,Platform,THQ,Vicarious Visions,1.08,0.45,0.0,0.14,1.67,84.0,85.0,E
1099,Dying Light,2015-01-27,PS4,Action,Warner Bros. Interactive Entertainment,Techland,0.63,0.66,0.11,0.26,1.66,86.0,83.0,M
1100,Heavenly Sword,2007-09-12,PS3,Action,Sony Computer Entertainment,Ninja Theory,0.57,0.73,0.06,0.3,1.66,85.0,80.0,M
1101,Street Fighter II': Special Champion Edition,1993-01-01,GEN,Fighting,Sega,Capcom,1.0,0.3,0.31,0.04,1.66,90.0,85.0,T
1102,SSX,2000-10-01,PS2,Sports,Electronic Arts,EA Sports BIG,0.78,0.61,0.06,0.2,1.66,85.0,82.0,T
1103,Max Payne 3,2012-05-15,X360,Shooter,Take-Two Interactive,Rockstar Games,0.86,0.64,0.01,0.14,1.66,89.0,86.0,M
1104,NBA Ballers,2004-03-02,PS2,Sports,Midway Games,Midway,0.81,0.63,0.0,0.21,1.66,78.0,78.0,E
1105,Need for Speed Carbon,2005-11-01,X360,Racing,Electronic Arts,EA Sports,0.76,0.7,0.02,0.18,1.66,82.0,81.0,E
1106,NBA Live 2003,2002-10-15,PS2,Sports,Electronic Arts,EA Sports,1.25,0.15,0.03,0.22,1.66,84.0,83.0,E
1107,Dragon Ball Z: Budokai Tenkaichi,2005-10-18,PS2,Fighting,Atari,Namco Bandai,0.96,0.12,0.54,0.04,1.66,87.0,84.0,T
1108,Ms. Pac-Man,1982-11-01,2600,Puzzle,Atari,Namco,1.54,0.1,0.0,0.02,1.65,80.0,80.0,E
1109,Mario Party 6,2004-11-09,GC,Misc,Nintendo,Nintendo,0.9,0.11,0.6,0.05,1.65,82.0,79.0,E
1110,Super Scope 6,1992-01-01,SNES,Shooter,Nintendo,Nintendo,1.06,0.38,0.15,0.05,1.65,75.0,75.0,T
1111,Go Vacation,2011-07-26,Wii,Misc,Namco Bandai Games,Namco Bandai,0.48,0.68,0.33,0.16,1.65,74.0,78.0,E
1112,Dragon Quest V: Tenkuu no Hanayome,2004-11-22,PS2,Role-Playing,Enix Corporation,Square Enix,0.0,0.0,1.65,0.0,1.65,88.0,83.0,T
1113,Army of Two,2008-03-04,X360,Shooter,Electronic Arts,EA Montreal,1.09,0.38,0.02,0.16,1.65,82.0,82.0,M
1114,Dragon Quest IV: Chapters of the Chosen,2008-02-12,DS,Role-Playing,Square Enix,Square Enix,0.32,0.02,1.27,0.03,1.64,80.0,84.0,T
1115,Kirby & the Amazing Mirror,2004-10-11,GBA,Platform,Nintendo,Nintendo,0.8,0.05,0.76,0.03,1.64,81.0,86.0,E
1116,LEGO Pirates of the Caribbean: The Video Game,2011-10-18,Wii,Action,Disney Interactive Studios,Traveller's Tales,0.76,0.72,0.0,0.16,1.64,76.0,77.0,E
1117,Dig Dug,1982-11-01,2600,Puzzle,Atari,Namco,1.52,0.1,0.0,0.02,1.64,81.0,80.0,E
1118,Tom Clancy's Rainbow Six,1999-08-01,PS,Shooter,Red Storm Entertainment,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,82.0,84.0,M
1119,Ghosts 'n Goblins,1985-09-01,NES,Action,Capcom,Capcom,0.74,0.26,0.61,0.03,1.64,80.0,81.0,M
1120,Tiger Woods PGA Tour 2003,2002-09-17,PS2,Sports,Electronic Arts,EA Sports,0.8,0.63,0.0,0.21,1.64,85.0,82.0,E
1121,NBA Live 06 (All region sales),2005-10-03,PS2,Sports,Electronic Arts,EA Sports,1.44,0.15,0.0,0.05,1.64,81.0,81.0,E
1122,Prince of Persia: Warrior Within,2004-11-15,PS2,Action,Ubisoft,Ubisoft Montreal,0.54,0.88,0.0,0.22,1.64,85.0,83.0,M
1123,Kinectimals,2010-11-04,X360,Simulation,Microsoft Game Studios,Frontier Developments,1.02,0.48,0.0,0.14,1.64,78.0,80.0,E
1124,Until Dawn,2015-08-25,PS4,Adventure,Sony Computer Entertainment Europe,Supermassive Games,0.44,0.89,0.05,0.25,1.64,84.0,87.0,M
1125,ESPN NFL 2K5,2004-08-02,XB,Sports,Sega,Take-Two Interactive,1.54,0.02,0.0,0.07,1.63,92.0,90.0,E
1126,Viva Pinata,2006-11-09,X360,Simulation,Microsoft Game Studios,Rare,0.45,0.96,0.02,0.2,1.63,85.0,83.0,E
1127,Pikmin,2001-08-26,GC,Strategy,Nintendo,Nintendo,0.78,0.25,0.56,0.04,1.63,88.0,85.0,E
1128,Call of Duty: Black Ops,2010-11-09,PC,Shooter,Activision,Treyarch,0.58,0.81,0.0,0.24,1.63,87.0,85.0,M
1129,Sonic Generations,2011-11-01,PS3,Platform,Sega,Sega,0.6,0.73,0.02,0.28,1.63,85.0,87.0,E
1130,Tiger Woods PGA Tour 2004,2004-08-18,PS2,Sports,Electronic Arts,EA Sports,1.18,0.34,0.0,0.1,1.63,89.0,89.0,E
1131,Ape Escape,1999-10-24,PS,Platform,Sony Computer Entertainment,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,88.0,84.0,E
1132,NBA 2K15,2014-09-30,X360,Sports,Take-Two Interactive,Visual Concepts,1.33,0.14,0.0,0.15,1.63,83.0,82.0,E
1133,NCAA Football 2005,2004-07-13,PS2,Sports,Electronic Arts,EA Sports,1.32,0.09,0.0,0.22,1.62,85.0,86.0,E
1134,Just Cause 2,2010-03-23,X360,Action,Square Enix,Avalanche Studios,0.59,0.85,0.02,0.17,1.62,86.0,81.0,M
1135,Rock Band,2007-11-20,PS3,Misc,Electronic Arts,Harmonix,0.99,0.41,0.0,0.22,1.62,87.0,87.0,T
1136,Tony Hawk's American Wasteland (Old all region sales),2005-10-18,PS2,Sports,Activision,Neversoft,0.8,0.63,0.01,0.19,1.62,80.0,78.0,T
1137,Rage,2011-10-04,X360,Shooter,Bethesda Softworks,id Software,0.82,0.61,0.03,0.15,1.62,82.0,85.0,M
1138,Mario Hoops 3 on 3,2006-07-05,DS,Sports,Nintendo,Square Enix,0.99,0.04,0.49,0.1,1.62,80.0,79.0,E
1139,Kirby Air Ride,2003-09-03,GC,Racing,Nintendo,Nintendo,1.01,0.11,0.45,0.04,1.62,84.0,83.0,E
1140,Sled Storm,2001-11-13,PS,Racing,Electronic Arts,THQ,0.9,0.61,0.0,0.11,1.62,78.0,76.0,E
1141,Pokemon Battle Revolution,2007-12-14,Wii,Role-Playing,Nintendo,Nintendo,0.8,0.38,0.3,0.13,1.61,78.0,75.0,E
1142,NFL Street 2,2003-10-28,PS2,Sports,Electronic Arts,EA Sports Big,0.79,0.62,0.0,0.21,1.61,82.0,82.0,E
1143,Gears of War: Judgment,2011-03-01,X360,Shooter,Microsoft Game Studios,Epic Games,0.92,0.53,0.03,0.13,1.61,78.0,79.0,M
1144,Baseball,2001-10-01,GB,Sports,Nintendo,EA Sports,0.66,0.27,0.65,0.03,1.61,74.0,76.0,E
1145,Yu-Gi-Oh! Duel Monsters,2002-11-18,GB,Strategy,Konami Digital Entertainment,Konami,0.0,0.0,1.61,0.01,1.61,80.0,78.0,T
1146,Super Mario Strikers,2005-08-29,GC,Sports,Nintendo,Next Level Games,0.98,0.38,0.2,0.04,1.61,80.0,80.0,E
1147,Buzz! The Music Quiz,2004-08-01,PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,75.0,77.0,T
1148,SpongeBob's Atlantis SquarePantis,2007-10-23,DS,Action,THQ,Vicarious Visions,1.5,0.0,0.0,0.11,1.61,73.0,72.0,E
1149,Far Cry 4,2014-11-18,XOne,Shooter,Ubisoft,Ubisoft,0.79,0.68,0.01,0.13,1.61,84.0,84.0,M
1150,Dance Dance Revolution: Hottest Party 2,2007-09-25,Wii,Simulation,Konami Digital Entertainment,Konami,0.95,0.48,0.01,0.15,1.6,70.0,71.0,E
1151,Moshi Monsters: Moshling Zoo,2011-06-02,DS,Misc,Activision,Moshi Monsters,0.4,0.99,0.0,0.22,1.6,75.0,73.0,E
1152,Dollar Dash,2012-07-03,PS2,Action,Take-Two Interactive,Codemasters,1.3,0.23,0.0,0.07,1.6,65.0,70.0,E
1153,Far Cry 2,2008-10-21,X360,Action,Ubisoft,Ubisoft Montreal,0.71,0.69,0.02,0.18,1.6,78.0,79.0,M
1154,F-1 World Grand Prix,2000-03-01,N64,Racing,Video System,EA Sports,0.46,0.96,0.09,0.08,1.6,81.0,78.0,E
1155,River Raid,1982-08-01,2600,Shooter,Activision,Atari,1.49,0.09,0.0,0.02,1.6,80.0,80.0,E
1156,Silent Hill,1999-01-01,PS,Action,Konami Digital Entertainment,Konami,0.71,0.48,0.3,0.1,1.6,84.0,83.0,M
1157,Dragon Quest V: Hand of the Heavenly Bride,2004-11-22,DS,Role-Playing,Square Enix,Square Enix,0.19,0.02,1.36,0.02,1.6,88.0,84.0,T
1158,No Man's Sky,2016-08-09,PS4,Action,Hello Games,Hello Games,0.58,0.74,0.02,0.26,1.6,70.0,75.0,T
1159,Sonic Heroes,2003-11-01,GC,Platform,Sega,Sega,1.05,0.44,0.06,0.04,1.6,83.0,79.0,E
1160,ESPN NBA 2K5,2005-11-01,PS2,Sports,Global Star,2K Sports,1.26,0.12,0.0,0.21,1.59,88.0,85.0,E
1161,Diablo,1996-12-31,PC,Role-Playing,Activision,Blizzard Entertainment,0.01,1.58,0.0,0.0,1.59,91.0,90.0,M
1162,The Legend of Zelda: Twilight Princess,2006-11-19,GC,Action,Nintendo,Nintendo,1.15,0.36,0.04,0.04,1.59,90.0,88.0,T
1163,Soul Edge,1995-03-01,PS,Fighting,Sony Computer Entertainment,Namco,0.61,0.41,0.46,0.1,1.59,87.0,85.0,M
1164,Devil May Cry 4,2008-01-29,PS3,Action,Capcom,Capcom,0.58,0.46,0.34,0.21,1.59,88.0,83.0,M
1165,Mario Bros.,1983-07-01,2600,Platform,Atari,Nintendo,1.48,0.09,0.0,0.02,1.59,92.0,89.0,E
1166,Pro Evolution Soccer 2008,2008-10-28,PS3,Sports,Konami Digital Entertainment,Konami,0.04,1.1,0.32,0.13,1.59,88.0,82.0,E
1167,SoulCalibur IV,2008-07-29,X360,Fighting,Ubisoft,Namco Bandai,0.92,0.44,0.07,0.15,1.59,88.0,84.0,T
1168,LEGO Harry Potter: Years 1-4,2010-11-11,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.95,0.5,0.0,0.14,1.59,85.0,81.0,E
1169,NASCAR 2000,1999-11-01,PS,Racing,Electronic Arts,EA Sports,0.88,0.6,0.0,0.1,1.59,84.0,79.0,E
1170,Wolfenstein: The New Order,2014-05-20,PS4,Shooter,Bethesda Softworks,MachineGames,0.47,0.8,0.03,0.29,1.58,84.0,88.0,M
1171,Carnival Games: Mini Golf,2009-11-15,Wii,Sports,Take-Two Interactive,2K Sports,0.87,0.56,0.0,0.15,1.58,75.0,74.0,E
1172,Guitar Hero: On Tour Decades,2009-10-20,DS,Misc,Activision,Activision,0.85,0.58,0.0,0.16,1.58,79.0,75.0,T
1173,MySims Kingdom,2008-10-14,DS,Simulation,Electronic Arts,EA Games,0.81,0.6,0.01,0.17,1.58,72.0,78.0,E
1174,Jampack Summer 2K,1999-06-01,PS,Misc,Sony Computer Entertainment,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,75.0,72.0,T
1175,Need for Speed: Most Wanted,2005-11-15,X360,Racing,Electronic Arts,EA Sports,0.62,0.8,0.01,0.15,1.58,85.0,82.0,E
1176,Guitar Hero 5,2009-09-01,Wii,Misc,Activision,Activision,0.94,0.49,0.0,0.15,1.58,87.0,80.0,T
1177,High School Musical 3: Senior Year,2008-10-21,DS,Misc,Disney Interactive Studios,Disney Interactive,0.64,0.76,0.0,0.17,1.58,80.0,76.0,E
1178,Kingdom Hearts 3D: Dream Drop Distance,2012-07-31,3DS,Action,Square Enix,Square Enix,0.88,0.26,0.34,0.09,1.58,82.0,84.0,E
1179,Hannah Montana: Music Jam,2006-10-24,DS,Action,Disney Interactive Studios,Disney Interactive,1.06,0.37,0.0,0.15,1.58,70.0,71.0,E
1180,Pokemon Mystery Dungeon: Explorers of Sky,2009-10-12,DS,Role-Playing,Nintendo,Nintendo,0.58,0.44,0.44,0.12,1.58,83.0,83.0,E
1181,Spyro 2: Season of Flame,2002-10-01,GBA,Platform,Vivendi Games,Digital Eclipse,0.85,0.65,0.0,0.08,1.58,80.0,78.0,E
1182,Pro Evolution Soccer 2010,2009-10-01,PS2,Sports,Konami Digital Entertainment,Konami,0.1,0.18,0.12,1.16,1.57,81.0,80.0,E
1183,NCAA Football 2002,2002-01-01,PS2,Sports,Electronic Arts,EA Sports,0.77,0.6,0.0,0.2,1.57,82.0,79.0,E
1184,Conflict: Desert Storm,2002-02-06,PS2,Shooter,Gotham Games,Sierra Entertainment,0.98,0.53,0.0,0.06,1.57,84.0,82.0,T
1185,Mario Party 7,2005-10-25,GC,Misc,Nintendo,Nintendo,0.95,0.11,0.46,0.04,1.57,79.0,76.0,E
1186,Pro Evolution Soccer 2013,2012-11-06,PS3,Sports,Konami Digital Entertainment,Konami,0.18,0.64,0.49,0.25,1.56,84.0,81.0,E
1187,Smuggler's Run,2000-10-22,PS2,Racing,Take-Two Interactive,Angel Studios,0.77,0.6,0.0,0.2,1.56,75.0,77.0,T
1188,Fight Night Round 3,2005-03-01,PS2,Fighting,Electronic Arts,EA Sports,1.07,0.4,0.0,0.1,1.56,82.0,80.0,T
1189,Donkey Kong Classics,2001-08-01,NES,Platform,Nintendo,Nintendo,0.59,0.14,0.81,0.02,1.56,88.0,82.0,E
1190,Twisted Metal,1995-09-01,PS,Action,Sony Computer Entertainment,989 Studios,1.32,0.19,0.0,0.05,1.56,85.0,83.0,T
1191,Dark Souls III,2016-03-24,PS4,Role-Playing,Namco Bandai Games,FromSoftware,0.58,0.44,0.33,0.21,1.56,89.0,89.0,M
1192,Final Fight,1989-10-01,SNES,Action,Capcom,Capcom,0.67,0.17,0.69,0.03,1.56,86.0,87.0,M
1193,Dragon Quest Monsters 2,2003-05-01,GB,Role-Playing,Enix Corporation,Square Enix,0.0,0.0,1.56,0.0,1.56,82.0,81.0,E
1194,Pokemon Pinball: Ruby & Sapphire,2003-05-01,GBA,Misc,Nintendo,Nintendo,0.68,0.38,0.44,0.05,1.56,78.0,80.0,E
1195,LEGO Marvel Super Heroes,2013-10-22,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.59,0.75,0.01,0.21,1.56,84.0,86.0,E
1196,Mafia II,2010-08-24,X360,Action,Take-Two Interactive,2K Games,0.84,0.56,0.0,0.15,1.55,85.0,82.0,M
1197,Dishonored,2012-10-09,PS3,Action,Bethesda Softworks,Arkane Studios,0.72,0.54,0.04,0.25,1.55,91.0,85.0,M
1198,Stuntman,2002-09-09,PS2,Racing,Atari,Reflections,0.76,0.59,0.0,0.2,1.55,80.0,79.0,T
1199,Tom Clancy's Rainbow Six 3,2003-09-01,XB,Shooter,Ubisoft,Ubisoft Montreal,0.91,0.57,0.0,0.07,1.55,85.0,82.0,M
1200,Active Life: Outdoor Challenge,2008-07-11,Wii,Sports,Atari,Namco Bandai,0.79,0.44,0.19,0.14,1.55,75.0,76.0,E
1201,BioShock 2,2010-03-09,PS3,Shooter,Take-Two Interactive,2K Games,0.85,0.47,0.02,0.22,1.55,88.0,83.0,M
1202,007: The World is not Enough,2000-11-19,N64,Action,Electronic Arts,EA Sports,1.13,0.38,0.02,0.03,1.55,72.0,74.0,T
1203,Spider-Man 2: Enter: Electro,2001-10-23,PS,Action,Activision,Vicarious Visions,0.57,0.87,0.02,0.09,1.55,74.0,77.0,T
1204,Watch Dogs,2014-05-27,XOne,Action,Ubisoft,Ubisoft,0.9,0.53,0.0,0.13,1.55,81.0,83.0,M
1205,Star Wars: The Force Unleashed II,2010-10-26,PS3,Action,LucasArts,LucasArts,0.8,0.53,0.0,0.22,1.55,78.0,79.0,T
1206,Ni no Kuni: Wrath of the White Witch,2011-11-18,PS3,Role-Playing,Namco Bandai Games,Level-5,0.6,0.51,0.21,0.23,1.55,86.0,84.0,E
1207,Command & Conquer: Tiberian Sun,1999-08-27,PC,Strategy,Westwood Studios,Westwood Studios,1.55,0.0,0.0,0.0,1.55,89.0,85.0,T
1208,LEGO Battles: Ninjago,2011-10-18,DS,Strategy,Warner Bros. Interactive Entertainment,Traveller's Tales,1.07,0.36,0.0,0.12,1.55,73.0,76.0,E
1209,Mario Party 10,2015-03-20,WiiU,Misc,Nintendo,Nintendo,0.69,0.5,0.24,0.11,1.55,79.0,78.0,E
1210,Dead Rising 3,2013-11-22,XOne,Action,Microsoft Game Studios,Capcom,1.06,0.35,0.01,0.12,1.54,82.0,81.0,M
1211,Resident Evil: The Umbrella Chronicles,2007-11-13,Wii,Action,Capcom,Capcom,0.68,0.43,0.29,0.14,1.54,80.0,79.0,M
1212,Fire Emblem Fates,2015-02-26,3DS,Role-Playing,Nintendo,Intelligent Systems,0.71,0.22,0.52,0.1,1.54,85.0,84.0,T
1213,Dark Cloud,2000-10-25,PS2,Role-Playing,Sony Computer Entertainment,Level-5,0.83,0.44,0.08,0.19,1.54,81.0,80.0,T
1214,Warcraft III: The Frozen Throne,2003-07-01,PC,Strategy,Activision,Blizzard Entertainment,0.58,0.87,0.0,0.09,1.54,88.0,91.0,T
1215,Tom Clancy's Ghost Recon Advanced Warfighter,2006-03-07,X360,Shooter,Ubisoft,Ubisoft,1.4,0.02,0.02,0.1,1.54,89.0,86.0,M
1216,Disney Fairies: Tinker Bell,2008-09-22,DS,Adventure,Disney Interactive Studios,Disney Interactive,0.86,0.52,0.01,0.15,1.54,75.0,75.0,E
1217,MVP Baseball 2005,2005-03-01,PS2,Sports,Electronic Arts,EA Sports,1.26,0.07,0.0,0.21,1.54,82.0,83.0,E
1218,Die Hard Trilogy,1996-09-30,PS,Shooter,Fox Interactive,Beam Software,0.85,0.58,0.0,0.1,1.54,70.0,78.0,T
1219,Call of Duty: Black Ops II,2012-11-13,PC,Shooter,Activision,Treyarch,0.63,0.69,0.0,0.21,1.53,88.0,89.0,M
1220,Fight Night Round 4,2009-05-12,PS3,Fighting,Electronic Arts,EA Sports,0.92,0.41,0.0,0.21,1.53,85.0,84.0,T
1221,MySims Kingdom,2008-10-14,Wii,Simulation,Electronic Arts,EA Games,0.71,0.65,0.01,0.17,1.53,72.0,78.0,E
1222,The Simpsons Game,2007-10-30,DS,Action,Electronic Arts,Electronic Arts,0.57,0.79,0.0,0.17,1.53,76.0,79.0,T
1223,Mortal Kombat 3,1995-11-01,SNES,Fighting,Acclaim Entertainment,Midway,1.19,0.29,0.0,0.05,1.53,83.0,80.0,M
1224,NFL GameDay 99,1998-09-01,PS,Sports,989 Studios,989 Studios,1.44,0.05,0.0,0.04,1.53,80.0,76.0,E
1225,Call of Duty: Modern Warfare: Reflex Edition,2009-11-10,Wii,Shooter,Activision,Treyarch,0.95,0.43,0.0,0.14,1.53,78.0,78.0,M
1226,FIFA 17,2016-09-27,XOne,Sports,Electronic Arts,EA Sports,0.17,1.26,0.0,0.1,1.53,86.0,82.0,E
1227,Mario Golf: Toadstool Tour,2003-09-01,GC,Sports,Nintendo,Camelot Software Planning,1.09,0.15,0.25,0.04,1.53,87.0,84.0,E
1228,Tiger Woods 99 PGA Tour Golf,1999-08-01,PS,Sports,Electronic Arts,EA Sports,0.85,0.58,0.0,0.1,1.53,80.0,77.0,E
1229,Donkey Kong Country: Tropical Freeze,2014-02-21,WiiU,Platform,Nintendo,Nintendo,0.73,0.52,0.15,0.12,1.52,91.0,86.0,E
1230,Dead Space 2,2011-01-25,X360,Shooter,Electronic Arts,Visceral Games,0.94,0.45,0.0,0.13,1.52,85.0,83.0,M
1231,Sonic Rivals 2,2007-11-13,PSP,Racing,Sega,Sega,0.44,0.69,0.0,0.39,1.52,78.0,75.0,E
1232,Knockout Kings,2001-10-01,PS,Fighting,Electronic Arts,EA Sports,1.07,0.39,0.0,0.06,1.52,81.0,78.0,T
1233,The Simpsons Skateboarding,2002-10-10,PS2,Sports,Electronic Arts,THQ,0.36,0.9,0.0,0.27,1.52,75.0,72.0,E
1234,NASCAR 98,1998-08-01,PS,Racing,Electronic Arts,EA Sports,1.43,0.05,0.0,0.04,1.52,80.0,78.0,E
1235,F1 Race,1991-09-01,NES,Racing,Nintendo,Namco,0.0,0.0,1.52,0.0,1.52,82.0,80.0,E
1236,Xevious,1982-01-01,NES,Shooter,Namco Bandai Games,Namco,0.18,0.06,1.27,0.01,1.52,80.0,81.0,E
1237,NASCAR 99,1999-11-01,PS,Racing,Electronic Arts,EA Sports,1.45,0.04,0.0,0.04,1.52,79.0,79.0,E
1238,NBA Live 2000,1999-10-01,PS,Sports,Electronic Arts,EA Sports,1.43,0.05,0.0,0.03,1.52,77.0,77.0,E
1239,Mafia II,2010-08-24,PS3,Action,Take-Two Interactive,2K Games,0.5,0.72,0.04,0.26,1.52,83.0,82.0,M
1240,Call of Duty 3,2006-11-07,PS3,Shooter,Activision,Infinity Ward,0.6,0.63,0.03,0.26,1.52,82.0,81.0,M
1241,Super Monkey Ball 2,2002-10-01,GC,Puzzle,Atari,NDCube,1.11,0.31,0.06,0.04,1.52,85.0,82.0,E
1242,Pac-Man World 2,2002-10-01,PS2,Action,Namco Bandai Games,Namco,1.26,0.05,0.0,0.21,1.51,81.0,79.0,E
1243,Madden NFL 15,2014-08-26,XOne,Sports,Electronic Arts,EA Sports,1.3,0.09,0.0,0.12,1.51,83.0,81.0,E
1244,Sonic & Sega All-Stars Racing,2010-11-16,Wii,Racing,Sega,Sumo Digital,0.65,0.71,0.0,0.15,1.51,80.0,78.0,E
1245,LEGO Star Wars III: The Clone Wars,2011-03-22,X360,Action,LucasArts,Traveller's Tales,0.84,0.54,0.0,0.13,1.51,79.0,75.0,E
1246,Football Manager 2012,2011-10-21,PC,Sports,Sega,Sports Interactive,0.02,1.16,0.0,0.34,1.51,85.0,83.0,E
1247,Puzzle & Dragons,2012-01-12,3DS,Role-Playing,GungHo,GungHo Online Entertainment,0.0,0.0,1.51,0.0,1.51,88.0,84.0,E
1248,Mega Man 2,1988-12-01,NES,Action,Capcom,Capcom,0.93,0.15,0.42,0.01,1.51,91.0,87.0,E
1249,Simpsons Wrestling,2001-10-01,PS,Fighting,Electronic Arts,THQ,0.23,1.16,0.0,0.11,1.51,73.0,76.0,T
1250,NBA Live 98,1997-10-01,PS,Sports,Electronic Arts,EA Sports,1.41,0.06,0.0,0.04,1.51,77.0,79.0,E
1301,Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,X360,Shooter,Ubisoft,Ubisoft,0.93,0.4,0.02,0.12,1.46,81.0,78.0,M
1302,Battlefield: Bad Company,2008-06-23,X360,Shooter,Electronic Arts,DICE,0.81,0.46,0.04,0.15,1.46,88.0,84.0,T
